canonical_id,canonical_name,domain,food_group,source_dataset,fdc_id,source,match_status,reported_nutrients,missing_nutrients,unknown_nutrients,nonzero_reported_nutrients,zero_reported_nutrients,total_nutrients,reported_ratio,nonzero_reported_ratio,missing_nutrient_keys,unknown_nutrient_keys,reported_zero_nutrient_keys
haddock,Haddock,Animal foods,Fish (species-level),sr_legacy_food,171964,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
halibut,Halibut,Animal foods,Fish (species-level),sr_legacy_food,171965,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
hamburger-bun,Hamburger bun,Plant foods,Staples (home-cook processed),sr_legacy_food,172796,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
hanger,Hanger,Animal foods,Beef cuts,sr_legacy_food,173374,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
hot-dog-bun,Hot dog bun,Plant foods,Staples (home-cook processed),sr_legacy_food,172796,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
mozzarella,Mozzarella,Animal foods,Dairy,sr_legacy_food,170845,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
mussel,Mussel,Animal foods,Shellfish,sr_legacy_food,174216,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
octopus,Octopus,Animal foods,Shellfish,sr_legacy_food,174218,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
parmesan,Parmesan,Animal foods,Dairy,sr_legacy_food,170848,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
plate,Plate,Animal foods,Beef cuts,sr_legacy_food,172137,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
pollock,Pollock,Animal foods,Fish (species-level),sr_legacy_food,175129,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
pork-belly,Pork belly,Animal foods,Pork cuts,canadian_nutrient_file,cnf-1758,supplemental,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_k_ug
pork-loin,Pork loin,Animal foods,Pork cuts,sr_legacy_food,168230,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_k_ug
prawn,Prawn,Animal foods,Shellfish,sr_legacy_food,174210,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
processed-cheese-slices,Processed cheese slices,Animal foods,Staples (home-cook processed),sr_legacy_food,171290,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
quail-egg,Quail egg,Animal foods,Eggs,sr_legacy_food,172191,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
ramen-noodles,Ramen noodles,Plant foods,Staples (home-cook processed),sr_legacy_food,171177,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
ribeye,Ribeye,Animal foods,Beef cuts,sr_legacy_food,173380,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
sandwich-roll,Sandwich roll,Plant foods,Staples (home-cook processed),sr_legacy_food,172796,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
sardine,Sardine,Animal foods,Fish (species-level),sr_legacy_food,175139,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
scrambled-egg-chicken,Scrambled egg (chicken),Animal foods,Eggs,sr_legacy_food,172187,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
short-ribs,Short ribs,Animal foods,Beef cuts,sr_legacy_food,170783,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
shrimp,Shrimp,Animal foods,Shellfish,sr_legacy_food,174210,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
skirt,Skirt,Animal foods,Beef cuts,sr_legacy_food,172137,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
sockeye-salmon,Sockeye salmon,Animal foods,Fish (species-level),sr_legacy_food,173691,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
sour-cream,Sour cream,Animal foods,Staples (home-cook processed),sr_legacy_food,171257,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
stew-meat,Stew meat,Animal foods,Beef cuts,sr_legacy_food,170809,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
strip-steak,Strip steak,Animal foods,Beef cuts,canadian_nutrient_file,cnf-6107,supplemental,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
tuna-yellowfin,Tuna (yellowfin),Animal foods,Fish (species-level),sr_legacy_food,175159,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_c_mg
yogurt-plain-lowfat,"Yogurt (plain, lowfat)",Animal foods,Dairy,sr_legacy_food,170903,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
yogurt-plain,Yogurt (plain),Animal foods,Dairy,sr_legacy_food,170886,usda,curated,19,2,0,18,1,21,0.9048,0.8571,vitamin_b7_ug|omega3_g,,vitamin_d_ug
atlantic-salmon,Atlantic salmon,Animal foods,Fish (species-level),sr_legacy_food,175167,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
beef-liver,Beef liver,Animal foods,Animal organs,sr_legacy_food,169451,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
cod,Cod,Animal foods,Fish (species-level),sr_legacy_food,171955,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
coho-salmon,Coho salmon,Animal foods,Fish (species-level),sr_legacy_food,175136,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
cow-s-milk-2,Cow's milk (2%),Animal foods,Dairy,sr_legacy_food,171267,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
duck-breast,Duck breast,Animal foods,Poultry cuts,canadian_nutrient_file,cnf-664,supplemental,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
duck-leg,Duck leg,Animal foods,Poultry cuts,sr_legacy_food,172410,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
goat-milk,Goat milk,Animal foods,Dairy,sr_legacy_food,171278,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
ground-duck,Ground duck,Animal foods,Ground meats,sr_legacy_food,172408,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
heavy-cream,Heavy cream,Animal foods,Dairy,sr_legacy_food,170859,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
herring,Herring,Animal foods,Fish (species-level),sr_legacy_food,175116,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
kefir-plain,Kefir (plain),Animal foods,Dairy,sr_legacy_food,170904,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
light-cream,Light cream,Animal foods,Dairy,sr_legacy_food,170857,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
mackerel,Mackerel,Animal foods,Fish (species-level),sr_legacy_food,173673,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
trout,Trout,Animal foods,Fish (species-level),sr_legacy_food,173717,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
whole-chicken,Whole chicken,Animal foods,Poultry cuts,sr_legacy_food,171447,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
whole-duck,Whole duck,Animal foods,Poultry cuts,sr_legacy_food,172408,usda,curated,19,2,0,19,0,21,0.9048,0.9048,vitamin_b7_ug|omega3_g,,
duck-fat,Duck fat,Animal foods,Animal fats,canadian_nutrient_file,cnf-447,supplemental,curated,21,0,0,4,17,21,1,0.1905,,,vitamin_a_ug|vitamin_c_mg|vitamin_k_ug|thiamin_mg|riboflavin_mg|niacin_mg|vitamin_b5_mg|vitamin_b6_mg|vitamin_b7_ug|folate_ug|vitamin_b12_ug|calcium_mg|iron_mg|magnesium_mg|phosphorus_mg|potassium_mg|zinc_mg
dulse,Dulse,Algae and sea vegetables,Seaweeds and algae,usda_api_branded,1589432,supplemental,curated,21,0,0,4,17,21,1,0.1905,,,vitamin_d_ug|vitamin_e_mg|vitamin_k_ug|thiamin_mg|riboflavin_mg|niacin_mg|vitamin_b5_mg|vitamin_b6_mg|vitamin_b7_ug|folate_ug|vitamin_b12_ug|magnesium_mg|phosphorus_mg|potassium_mg|zinc_mg|selenium_ug|omega3_g
lamb-tallow,Lamb tallow,Animal foods,Animal fats,canadian_nutrient_file,cnf-438,supplemental,curated,21,0,0,4,17,21,1,0.1905,,,vitamin_a_ug|vitamin_c_mg|vitamin_k_ug|thiamin_mg|riboflavin_mg|niacin_mg|vitamin_b5_mg|vitamin_b6_mg|vitamin_b7_ug|folate_ug|vitamin_b12_ug|calcium_mg|iron_mg|magnesium_mg|phosphorus_mg|potassium_mg|zinc_mg
nori,Nori,Algae and sea vegetables,Seaweeds and algae,usda_api_branded,1662188,supplemental,curated,21,0,0,4,17,21,1,0.1905,,,vitamin_d_ug|vitamin_e_mg|vitamin_k_ug|thiamin_mg|riboflavin_mg|niacin_mg|vitamin_b5_mg|vitamin_b6_mg|vitamin_b7_ug|folate_ug|vitamin_b12_ug|magnesium_mg|phosphorus_mg|potassium_mg|zinc_mg|selenium_ug|omega3_g
chlorella,Chlorella,Algae and sea vegetables,Seaweeds and algae,usda_api_branded,1064099,supplemental,curated,21,0,0,5,16,21,1,0.2381,,,vitamin_d_ug|vitamin_e_mg|vitamin_k_ug|thiamin_mg|riboflavin_mg|niacin_mg|vitamin_b5_mg|vitamin_b6_mg|vitamin_b7_ug|folate_ug|magnesium_mg|phosphorus_mg|potassium_mg|zinc_mg|selenium_ug|omega3_g
